station,time,item,value,unit
大城站,12,乙烷,0.84,ppb
大城站,12,乙烯,0,ppb
大城站,12,丙烷,0.2,ppb
大城站,12,丙烯,0,ppb
大城站,12,異丁烷,0.08,ppb
大城站,12,正丁烷,0.07,ppb
大城站,12,乙炔,0.19,ppb
大城站,12,反2-丁烯,0,ppb
大城站,12,1-丁烯,0,ppb
大城站,12,順2-丁烯,0,ppb
大城站,12,環戊烷,0,ppb
大城站,12,異戊烷,0,ppb
大城站,12,正戊烷,0,ppb
大城站,12,反2-戊烯,0,ppb
大城站,12,1-戊烯,0,ppb
大城站,12,順2-戊烯,0,ppb
大城站,12,"2,2-二甲基丁烷",0,ppb
大城站,12,"2,3-二甲基丁烷",0,ppb
大城站,12,2-甲基戊烷,0,ppb
大城站,12,3-甲基戊烷,0,ppb
大城站,12,異戊二烯,0.24,ppb
大城站,12,正己烷,0.03,ppb
大城站,12,甲基環戊烷,0,ppb
大城站,12,"2,4-二甲基戊烷",0,ppb
大城站,12,苯,0.01,ppb
大城站,12,環己烷,0,ppb
大城站,12,2-甲基己烷,0,ppb
大城站,12,"2,3-二甲基戊烷",0,ppb
大城站,12,3-甲基己烷,0,ppb
大城站,12,"2,2,4-三甲基戊烷",0,ppb
大城站,12,正庚烷,0,ppb
大城站,12,甲基環己烷,0,ppb
大城站,12,"2,3,4-三甲基戊烷",0,ppb
大城站,12,甲苯,0,ppb
大城站,12,2-甲基庚烷,0,ppb
大城站,12,3-甲基庚烷,0,ppb
大城站,12,正辛烷,0,ppb
大城站,12,乙苯,0,ppb
大城站,12,"間,對二甲苯",0,ppb
大城站,12,苯乙烯,0,ppb
大城站,12,鄰二甲苯,0,ppb
大城站,12,正壬烷,0,ppb
大城站,12,異丙基苯,0,ppb
大城站,12,正丙基苯,0,ppb
大城站,12,間-乙基甲苯,0,ppb
大城站,12,對-乙基甲苯,0,ppb
大城站,12,"1,3,5-三甲基苯",0,ppb
大城站,12,鄰-乙基甲苯,0,ppb
大城站,12,"1,2,4-三甲基苯",0.01,ppb
大城站,12,葵烷,0,ppb
大城站,12,"1,2,3-三甲基苯",0,ppb
大城站,12,間-二乙基苯,0,ppb
大城站,12,對-二乙基苯,0,ppbv
大城站,12,正十一烷,0.01,ppbv
東石站,12,乙烷,1.23,ppb
東石站,12,乙烯,0.16,ppb
東石站,12,丙烷,0.44,ppb
東石站,12,丙烯,0.11,ppb
東石站,12,異丁烷,0.11,ppb
東石站,12,正丁烷,0.23,ppb
東石站,12,乙炔,0.27,ppb
東石站,12,反2-丁烯,0,ppb
東石站,12,1-丁烯,0.22,ppb
東石站,12,順2-丁烯,0,ppb
東石站,12,環戊烷,0,ppb
東石站,12,異戊烷,0.11,ppb
東石站,12,正戊烷,0.07,ppb
東石站,12,反2-戊烯,0,ppb
東石站,12,1-戊烯,0,ppb
東石站,12,順2-戊烯,0,ppb
東石站,12,"2,2-二甲基丁烷",0,ppb
東石站,12,"2,3-二甲基丁烷",0,ppb
東石站,12,2-甲基戊烷,0,ppb
東石站,12,3-甲基戊烷,0,ppb
東石站,12,異戊二烯,0.26,ppb
東石站,12,正己烷,0,ppb
東石站,12,甲基環戊烷,0.03,ppb
東石站,12,"2,4-二甲基戊烷",0,ppb
東石站,12,苯,0.12,ppb
東石站,12,環己烷,0,ppb
東石站,12,2-甲基己烷,0,ppb
東石站,12,"2,3-二甲基戊烷",0,ppb
東石站,12,3-甲基己烷,0,ppb
東石站,12,"2,2,4-三甲基戊烷",0.01,ppb
東石站,12,正庚烷,0,ppb
東石站,12,甲基環己烷,0,ppb
東石站,12,"2,3,4-三甲基戊烷",0,ppb
東石站,12,甲苯,0.24,ppb
東石站,12,2-甲基庚烷,0,ppb
東石站,12,3-甲基庚烷,0,ppb
東石站,12,正辛烷,0,ppb
東石站,12,乙苯,0.03,ppb
東石站,12,"間,對二甲苯",0.05,ppb
東石站,12,苯乙烯,0,ppb
東石站,12,鄰二甲苯,0,ppb
東石站,12,正壬烷,0,ppb
東石站,12,異丙基苯,0,ppb
東石站,12,正丙基苯,0,ppb
東石站,12,間-乙基甲苯,0,ppb
東石站,12,對-乙基甲苯,0,ppb
東石站,12,"1,3,5-三甲基苯",0,ppb
東石站,12,鄰-乙基甲苯,0,ppb
東石站,12,"1,2,4-三甲基苯",0.01,ppb
東石站,12,葵烷,0,ppb
東石站,12,"1,2,3-三甲基苯",0,ppb
東石站,12,間-二乙基苯,0,ppb
東石站,12,對-二乙基苯,0,ppbv
東石站,12,正十一烷,0,ppbv
褒忠站,12,乙烷,0.66,ppb
褒忠站,12,乙烯,0,ppb
褒忠站,12,丙烷,0.26,ppb
褒忠站,12,丙烯,0.05,ppb
褒忠站,12,異丁烷,0.16,ppb
褒忠站,12,正丁烷,0.32,ppb
褒忠站,12,乙炔,0,ppb
褒忠站,12,反2-丁烯,0,ppb
褒忠站,12,1-丁烯,0.13,ppb
褒忠站,12,順2-丁烯,0,ppb
褒忠站,12,環戊烷,0.03,ppb
褒忠站,12,異戊烷,0.14,ppb
褒忠站,12,正戊烷,0.07,ppb
褒忠站,12,反2-戊烯,0,ppb
褒忠站,12,1-戊烯,0,ppb
褒忠站,12,順2-戊烯,0,ppb
褒忠站,12,"2,2-二甲基丁烷",0.02,ppb
褒忠站,12,"2,3-二甲基丁烷",0,ppb
褒忠站,12,2-甲基戊烷,0,ppb
褒忠站,12,3-甲基戊烷,0,ppb
褒忠站,12,異戊二烯,0,ppb
褒忠站,12,正己烷,0.01,ppb
褒忠站,12,甲基環戊烷,0.01,ppb
褒忠站,12,"2,4-二甲基戊烷",0,ppb
褒忠站,12,苯,0.16,ppb
褒忠站,12,環己烷,0.05,ppb
褒忠站,12,2-甲基己烷,0,ppb
褒忠站,12,"2,3-二甲基戊烷",0,ppb
褒忠站,12,3-甲基己烷,0.01,ppb
褒忠站,12,"2,2,4-三甲基戊烷",0,ppb
褒忠站,12,正庚烷,0,ppb
褒忠站,12,甲基環己烷,0.01,ppb
褒忠站,12,"2,3,4-三甲基戊烷",0,ppb
褒忠站,12,甲苯,0.94,ppb
褒忠站,12,2-甲基庚烷,0,ppb
褒忠站,12,3-甲基庚烷,0.01,ppb
褒忠站,12,正辛烷,0.01,ppb
褒忠站,12,乙苯,0.1,ppb
褒忠站,12,"間,對二甲苯",0.14,ppb
褒忠站,12,苯乙烯,0,ppb
褒忠站,12,鄰二甲苯,0.07,ppb
褒忠站,12,正壬烷,0,ppb
褒忠站,12,異丙基苯,0,ppb
褒忠站,12,正丙基苯,0,ppb
褒忠站,12,間-乙基甲苯,0,ppb
褒忠站,12,對-乙基甲苯,0,ppb
褒忠站,12,"1,3,5-三甲基苯",0,ppb
褒忠站,12,鄰-乙基甲苯,0,ppb
褒忠站,12,"1,2,4-三甲基苯",0.01,ppb
褒忠站,12,葵烷,0,ppb
褒忠站,12,"1,2,3-三甲基苯",0.04,ppb
褒忠站,12,間-二乙基苯,0,ppb
褒忠站,12,對-二乙基苯,0,ppbv
褒忠站,12,正十一烷,0.01,ppbv
崙背站,12,乙烷,1.23,ppb
崙背站,12,乙烯,0.34,ppb
崙背站,12,丙烷,0.51,ppb
崙背站,12,丙烯,0,ppb
崙背站,12,異丁烷,0.15,ppb
崙背站,12,正丁烷,0.26,ppb
崙背站,12,乙炔,0.47,ppb
崙背站,12,反2-丁烯,0.05,ppb
崙背站,12,1-丁烯,0.11,ppb
崙背站,12,順2-丁烯,0.03,ppb
崙背站,12,環戊烷,0,ppb
崙背站,12,異戊烷,0.17,ppb
崙背站,12,正戊烷,0.08,ppb
崙背站,12,反2-戊烯,0,ppb
崙背站,12,1-戊烯,0,ppb
崙背站,12,順2-戊烯,0,ppb
崙背站,12,"2,2-二甲基丁烷",0,ppb
崙背站,12,"2,3-二甲基丁烷",0,ppb
崙背站,12,2-甲基戊烷,0.03,ppb
崙背站,12,3-甲基戊烷,0.03,ppb
崙背站,12,異戊二烯,0,ppb
崙背站,12,正己烷,0,ppb
崙背站,12,甲基環戊烷,0.02,ppb
崙背站,12,"2,4-二甲基戊烷",0,ppb
崙背站,12,苯,0.03,ppb
崙背站,12,環己烷,0,ppb
崙背站,12,2-甲基己烷,0.01,ppb
崙背站,12,"2,3-二甲基戊烷",0,ppb
崙背站,12,3-甲基己烷,0,ppb
崙背站,12,"2,2,4-三甲基戊烷",0,ppb
崙背站,12,正庚烷,0,ppb
崙背站,12,甲基環己烷,0,ppb
崙背站,12,"2,3,4-三甲基戊烷",0,ppb
崙背站,12,甲苯,0.43,ppb
崙背站,12,2-甲基庚烷,0,ppb
崙背站,12,3-甲基庚烷,0,ppb
崙背站,12,正辛烷,0.01,ppb
崙背站,12,乙苯,0.07,ppb
崙背站,12,"間,對二甲苯",0.14,ppb
崙背站,12,苯乙烯,0,ppb
崙背站,12,鄰二甲苯,0.05,ppb
崙背站,12,正壬烷,0,ppb
崙背站,12,異丙基苯,0,ppb
崙背站,12,正丙基苯,0,ppb
崙背站,12,間-乙基甲苯,0.01,ppb
崙背站,12,對-乙基甲苯,0,ppb
崙背站,12,"1,3,5-三甲基苯",0,ppb
崙背站,12,鄰-乙基甲苯,0,ppb
崙背站,12,"1,2,4-三甲基苯",0.04,ppb
崙背站,12,葵烷,0.02,ppb
崙背站,12,"1,2,3-三甲基苯",0.01,ppb
崙背站,12,間-二乙基苯,0,ppb
崙背站,12,對-二乙基苯,0,ppbv
崙背站,12,正十一烷,0.02,ppbv
四湖站,12,乙烷,0.96,ppb
四湖站,12,乙烯,0.19,ppb
四湖站,12,丙烷,0.34,ppb
四湖站,12,丙烯,0,ppb
四湖站,12,異丁烷,0.09,ppb
四湖站,12,正丁烷,0.14,ppb
四湖站,12,乙炔,0.16,ppb
四湖站,12,反2-丁烯,0,ppb
四湖站,12,1-丁烯,0.05,ppb
四湖站,12,順2-丁烯,0,ppb
四湖站,12,環戊烷,0,ppb
四湖站,12,異戊烷,0.06,ppb
四湖站,12,正戊烷,0.03,ppb
四湖站,12,反2-戊烯,0,ppb
四湖站,12,1-戊烯,0,ppb
四湖站,12,順2-戊烯,0,ppb
四湖站,12,"2,2-二甲基丁烷",0,ppb
四湖站,12,"2,3-二甲基丁烷",0,ppb
四湖站,12,2-甲基戊烷,0,ppb
四湖站,12,3-甲基戊烷,0,ppb
四湖站,12,異戊二烯,0.37,ppb
四湖站,12,正己烷,0,ppb
四湖站,12,甲基環戊烷,0.03,ppb
四湖站,12,"2,4-二甲基戊烷",0,ppb
四湖站,12,苯,0.12,ppb
四湖站,12,環己烷,0,ppb
四湖站,12,2-甲基己烷,0,ppb
四湖站,12,"2,3-二甲基戊烷",0,ppb
四湖站,12,3-甲基己烷,0,ppb
四湖站,12,"2,2,4-三甲基戊烷",0,ppb
四湖站,12,正庚烷,0,ppb
四湖站,12,甲基環己烷,0,ppb
四湖站,12,"2,3,4-三甲基戊烷",0,ppb
四湖站,12,甲苯,0.19,ppb
四湖站,12,2-甲基庚烷,0,ppb
四湖站,12,3-甲基庚烷,0,ppb
四湖站,12,正辛烷,0,ppb
四湖站,12,乙苯,0.03,ppb
四湖站,12,"間,對二甲苯",0.05,ppb
四湖站,12,苯乙烯,0,ppb
四湖站,12,鄰二甲苯,0.02,ppb
四湖站,12,正壬烷,0,ppb
四湖站,12,異丙基苯,0,ppb
四湖站,12,正丙基苯,0,ppb
四湖站,12,間-乙基甲苯,0,ppb
四湖站,12,對-乙基甲苯,0,ppb
四湖站,12,"1,3,5-三甲基苯",0,ppb
四湖站,12,鄰-乙基甲苯,0,ppb
四湖站,12,"1,2,4-三甲基苯",0.02,ppb
四湖站,12,葵烷,0,ppb
四湖站,12,"1,2,3-三甲基苯",0.04,ppb
四湖站,12,間-二乙基苯,0,ppb
四湖站,12,對-二乙基苯,0,ppbv
四湖站,12,正十一烷,0,ppbv
東勢站,12,乙烷,0.96,ppb
東勢站,12,乙烯,0.21,ppb
東勢站,12,丙烷,0.43,ppb
東勢站,12,丙烯,0.08,ppb
東勢站,12,異丁烷,0.16,ppb
東勢站,12,正丁烷,0.26,ppb
東勢站,12,乙炔,0.26,ppb
東勢站,12,反2-丁烯,0.03,ppb
東勢站,12,1-丁烯,0.02,ppb
東勢站,12,順2-丁烯,0,ppb
東勢站,12,環戊烷,0.37,ppb
東勢站,12,異戊烷,0.2,ppb
東勢站,12,正戊烷,0.08,ppb
東勢站,12,反2-戊烯,0,ppb
東勢站,12,1-戊烯,0,ppb
東勢站,12,順2-戊烯,0,ppb
東勢站,12,"2,2-二甲基丁烷",0,ppb
東勢站,12,"2,3-二甲基丁烷",0,ppb
東勢站,12,2-甲基戊烷,0.03,ppb
東勢站,12,3-甲基戊烷,0.02,ppb
東勢站,12,異戊二烯,0.21,ppb
東勢站,12,正己烷,0,ppb
東勢站,12,甲基環戊烷,0.01,ppb
東勢站,12,"2,4-二甲基戊烷",0,ppb
東勢站,12,苯,0.08,ppb
東勢站,12,環己烷,0,ppb
東勢站,12,2-甲基己烷,0,ppb
東勢站,12,"2,3-二甲基戊烷",0,ppb
東勢站,12,3-甲基己烷,0.03,ppb
東勢站,12,"2,2,4-三甲基戊烷",0,ppb
東勢站,12,正庚烷,0,ppb
東勢站,12,甲基環己烷,0,ppb
東勢站,12,"2,3,4-三甲基戊烷",0,ppb
東勢站,12,甲苯,0.36,ppb
東勢站,12,2-甲基庚烷,0,ppb
東勢站,12,3-甲基庚烷,0,ppb
東勢站,12,正辛烷,0.01,ppb
東勢站,12,乙苯,0.04,ppb
東勢站,12,"間,對二甲苯",0.05,ppb
東勢站,12,苯乙烯,0,ppb
東勢站,12,鄰二甲苯,0.02,ppb
東勢站,12,正壬烷,0,ppb
東勢站,12,異丙基苯,0,ppb
東勢站,12,正丙基苯,0,ppb
東勢站,12,間-乙基甲苯,0,ppb
東勢站,12,對-乙基甲苯,0,ppb
東勢站,12,"1,3,5-三甲基苯",0,ppb
東勢站,12,鄰-乙基甲苯,0,ppb
東勢站,12,"1,2,4-三甲基苯",0,ppb
東勢站,12,葵烷,0,ppb
東勢站,12,"1,2,3-三甲基苯",0,ppb
東勢站,12,間-二乙基苯,0,ppb
東勢站,12,對-二乙基苯,0,ppbv
東勢站,12,正十一烷,0.01,ppbv
麥寮站,12,乙烷,0.89,ppb
麥寮站,12,乙烯,0.16,ppb
麥寮站,12,丙烷,0.24,ppb
麥寮站,12,丙烯,0,ppb
麥寮站,12,異丁烷,0.06,ppb
麥寮站,12,正丁烷,0.07,ppb
麥寮站,12,乙炔,0.18,ppb
麥寮站,12,反2-丁烯,0,ppb
麥寮站,12,1-丁烯,0.06,ppb
麥寮站,12,順2-丁烯,0,ppb
麥寮站,12,環戊烷,0,ppb
麥寮站,12,異戊烷,0.04,ppb
麥寮站,12,正戊烷,0,ppb
麥寮站,12,反2-戊烯,0,ppb
麥寮站,12,1-戊烯,0,ppb
麥寮站,12,順2-戊烯,0,ppb
麥寮站,12,"2,2-二甲基丁烷",0,ppb
麥寮站,12,"2,3-二甲基丁烷",0,ppb
麥寮站,12,2-甲基戊烷,0,ppb
麥寮站,12,3-甲基戊烷,0,ppb
麥寮站,12,異戊二烯,0.18,ppb
麥寮站,12,正己烷,0.01,ppb
麥寮站,12,甲基環戊烷,0,ppb
麥寮站,12,"2,4-二甲基戊烷",0,ppb
麥寮站,12,苯,0.03,ppb
麥寮站,12,環己烷,0,ppb
麥寮站,12,2-甲基己烷,0,ppb
麥寮站,12,"2,3-二甲基戊烷",0,ppb
麥寮站,12,3-甲基己烷,0,ppb
麥寮站,12,"2,2,4-三甲基戊烷",0,ppb
麥寮站,12,正庚烷,0,ppb
麥寮站,12,甲基環己烷,0,ppb
麥寮站,12,"2,3,4-三甲基戊烷",0,ppb
麥寮站,12,甲苯,0.09,ppb
麥寮站,12,2-甲基庚烷,0,ppb
麥寮站,12,3-甲基庚烷,0,ppb
麥寮站,12,正辛烷,0,ppb
麥寮站,12,乙苯,0.07,ppb
麥寮站,12,"間,對二甲苯",0.17,ppb
麥寮站,12,苯乙烯,0,ppb
麥寮站,12,鄰二甲苯,0.05,ppb
麥寮站,12,正壬烷,0,ppb
麥寮站,12,異丙基苯,0,ppb
麥寮站,12,正丙基苯,0,ppb
麥寮站,12,間-乙基甲苯,0,ppb
麥寮站,12,對-乙基甲苯,0,ppb
