station,time,item,value,unit
大城站,08,乙烷,1.97,ppb
大城站,08,乙烯,4.74,ppb
大城站,08,丙烷,3.54,ppb
大城站,08,丙烯,1.71,ppb
大城站,08,異丁烷,2.98,ppb
大城站,08,正丁烷,6.26,ppb
大城站,08,乙炔,13.2,ppb
大城站,08,反2-丁烯,0.3,ppb
大城站,08,1-丁烯,0.56,ppb
大城站,08,順2-丁烯,0.16,ppb
大城站,08,環戊烷,0,ppb
大城站,08,異戊烷,3.47,ppb
大城站,08,正戊烷,2.82,ppb
大城站,08,反2-戊烯,0.2,ppb
大城站,08,1-戊烯,0,ppb
大城站,08,順2-戊烯,0,ppb
大城站,08,"2,2-二甲基丁烷",0,ppb
大城站,08,"2,3-二甲基丁烷",0.4,ppb
大城站,08,2-甲基戊烷,1.1,ppb
大城站,08,3-甲基戊烷,0.83,ppb
大城站,08,異戊二烯,6.31,ppb
大城站,08,正己烷,0.1,ppb
大城站,08,甲基環戊烷,0.13,ppb
大城站,08,"2,4-二甲基戊烷",0,ppb
大城站,08,苯,1.18,ppb
大城站,08,環己烷,0.86,ppb
大城站,08,2-甲基己烷,0.22,ppb
大城站,08,"2,3-二甲基戊烷",0,ppb
大城站,08,3-甲基己烷,0,ppb
大城站,08,"2,2,4-三甲基戊烷",0.35,ppb
大城站,08,正庚烷,0,ppb
大城站,08,甲基環己烷,0,ppb
大城站,08,"2,3,4-三甲基戊烷",0.27,ppb
大城站,08,甲苯,6.2,ppb
大城站,08,2-甲基庚烷,0,ppb
大城站,08,3-甲基庚烷,0,ppb
大城站,08,正辛烷,0,ppb
大城站,08,乙苯,0.6,ppb
大城站,08,"間,對二甲苯",2.72,ppb
大城站,08,苯乙烯,0,ppb
大城站,08,鄰二甲苯,0.74,ppb
大城站,08,正壬烷,0,ppb
大城站,08,異丙基苯,0.35,ppb
大城站,08,正丙基苯,0,ppb
大城站,08,間-乙基甲苯,0,ppb
大城站,08,對-乙基甲苯,0.4,ppb
大城站,08,"1,3,5-三甲基苯",0,ppb
大城站,08,鄰-乙基甲苯,0.21,ppb
大城站,08,"1,2,4-三甲基苯",0.89,ppb
大城站,08,葵烷,0.16,ppb
大城站,08,"1,2,3-三甲基苯",0.43,ppb
大城站,08,間-二乙基苯,0,ppb
大城站,08,對-二乙基苯,0,ppbv
大城站,08,正十一烷,0,ppbv
東石站,08,乙烷,2.03,ppb
東石站,08,乙烯,5.2,ppb
東石站,08,丙烷,4.55,ppb
